YYYYMMDD	Cochlo_YN	type	Cell_min	Cell_max	LAT	LON
20020711	0	NA	2100	3600	34.599026	127.820118
20140914	1	Cochlodinium polykrikoides	100	470	36.04048149	129.5835147
20020907	0	NA	170	1150	34.558783	127.776445
20070802	0	NA	350	700	34.53614409	127.6620162
20020710	0	NA	500	850	34.599026	127.820118
20140914	1	Cochlodinium polykrikoides	100	1600	36.04048149	129.5835147
20020810	0	NA	480	2000	34.563929	127.565282
20080907	1	Cochlodinium polykrikoides	260	640	34.79260065	127.839252
20050804	0	NA	160	4500	34.606125	127.586872
20080801	1	Cochlodinium polykrikoides	50	250	34.47457458	127.5631442
20020810	0	NA	120	12750	34.717331	127.694123
20080810	1	Cochlodinium polykrikoides	400	600	34.54921305	127.779134
20140910	1	Cochlodinium polykrikoides	80	400	35.98228171	129.5597991
20040625	0	NA	20000	25000	34.716609	127.671848
20030815	0	NA	400	2000	34.716812	127.869611
20140910	1	Cochlodinium polykrikoides	40	3600	35.98228171	129.5597991
20140914	1	Cochlodinium polykrikoides	200	750	36.04048149	129.5835147
20080907	1	Cochlodinium polykrikoides	560	1800	34.79260065	127.839252
20020821	0	NA	190	3400	34.717331	127.694123
20080907	1	Cochlodinium polykrikoides	110	1100	34.79260065	127.839252
20030915	0	NA	500	30000	34.81766	127.808004
20080808	1	Cochlodinium polykrikoides	20	360	34.56891871	127.7466269
20140911	1	Cochlodinium polykrikoides	300	4500	36.09865012	129.5060436
20030827	0	NA	NA	NA	34.716812	127.869611
20080730	1	Cochlodinium polykrikoides	300	520	34.56814926	127.7061483
20140923	1	Cochlodinium polykrikoides	50	1500	36.10443774	129.5923084
20050808	0	NA	10	200	34.558783	127.776445
20140911	1	Cochlodinium polykrikoides	20	5100	36.09865012	129.5060436
20140921	1	Cochlodinium polykrikoides	100	1500	36.09010744	129.5161687
20140921	1	Cochlodinium polykrikoides	60	420	36.09010744	129.5161687
20020818	0	NA	200	10910	34.558783	127.776445
20040809	0	NA	100	160	34.535286	127.784074
20140921	1	Cochlodinium polykrikoides	60	8000	36.09010744	129.5161687
20140923	1	Cochlodinium polykrikoides	5	500	36.10443774	129.5923084
20060807	0	NA	250	600	34.58454148	127.6932008
20020710	0	NA	250	1300	34.599026	127.820118
20020909	0	NA	190	1100	34.558783	127.776445
20080810	0	Cochlodinium polykrikoides	20	60	34.54921305	127.779134
20060813	0	NA	170	1100	34.59473253	127.6528929
20030916	0	NA	60	1800	34.558783	127.776445
20080810	1	Cochlodinium polykrikoides	50	260	34.54921305	127.779134
20020812	0	NA	600	3040	34.633403	127.839676
20070802	0	NA	50	1400	34.53614409	127.6620162
20140924	1	Cochlodinium polykrikoides	5	200	36.11430415	129.5461164
20020818	0	NA	20	3500	34.717331	127.694123
20020823	0	NA	150	450	34.558783	127.776445
20140911	1	Cochlodinium polykrikoides	152	3600	36.09865012	129.5060436
20020822	0	NA	100	5500	34.558783	127.776445
20070806	0	NA	50	600	34.48527773	127.5171306
20020710	0	NA	200	350	34.757872	127.755303
20140910	1	Cochlodinium polykrikoides	300	1500	35.97883704	129.5539235
20040827	0	NA	60	1540	34.558783	127.776445
20080810	1	Cochlodinium polykrikoides	200	500	34.54921305	127.779134
20020803	0	NA	50	220	34.535652	127.540563
20070802	0	NA	30	500	34.53614409	127.6620162
20020812	0	NA	680	4500	34.717331	127.694123
20080908	1	Cochlodinium polykrikoides	800	2420	34.6995423	127.7846181
20060808	0	NA	210	890	34.57457006	127.6961976
20030821	0	NA	20	1450	34.532742	127.797659
20140910	1	Cochlodinium polykrikoides	800	3500	35.98228171	129.5597991
20140910	1	Cochlodinium polykrikoides	160	2500	35.98228171	129.5597991
20080907	1	Cochlodinium polykrikoides	24	277	34.79260065	127.839252
20070806	0	NA	50	300	34.48527773	127.5171306
20060813	0	NA	100	1100	34.59473253	127.6528929
20140911	1	Cochlodinium polykrikoides	60	2016	36.09865012	129.5060436
20030824	0	NA	430	5920	34.558783	127.776445
20140917	1	Cochlodinium polykrikoides	9	1008	36.11320677	129.5634515
20020817	0	NA	360	2300	34.689657	127.725979
20050803	0	NA	200	9800	34.722337	127.735737
20020817	0	NA	260	3480	34.558783	127.776445
20020711	0	NA	500	900	34.757872	127.755303
20140917	1	Cochlodinium polykrikoides	216	1068	36.11320677	129.5634515
20140924	0	Cochlodinium polykrikoides	0	10	36.11430415	129.5461164
20040825	0	NA	80	5800	34.535286	127.784074
20010814	1	Cochlodinium polykrikoides	490	9500	34.571515	127.882123
20060807	0	NA	50	600	34.58454148	127.6932008
20080808	1	Cochlodinium polykrikoides	560	720	34.56891871	127.7466269
20140911	1	Cochlodinium polykrikoides	60	2100	36.09865012	129.5060436
20030830	0	NA	50	3500	34.558783	127.776445
20080804	1	Cochlodinium polykrikoides	80	480	34.58428913	127.670142
20020803	0	NA	180	850	34.599026	127.820118
20020711	0	NA	650	980	34.599026	127.820118
20050822	0	NA	20	1970	34.558783	127.776445
20030907	0	NA	400	1200	34.570994	127.502224
20140910	0	Cochlodinium polykrikoides	30	50	35.97883704	129.5539235
20050803	0	NA	10	100	34.461562	127.428763
20140910	1	Cochlodinium polykrikoides	8	3920	35.98228171	129.5597991
20140924	1	Cochlodinium polykrikoides	350	1200	36.11430415	129.5461164
20020815	0	NA	40	2090	34.689657	127.725979
20060813	0	NA	300	1050	34.59473253	127.6528929
20030814	0	NA	90	360	34.558783	127.776445
20080801	1	Cochlodinium polykrikoides	360	990	34.47457458	127.5631442
20140917	1	Cochlodinium polykrikoides	1000	7000	36.11320677	129.5634515
20070806	0	NA	300	700	34.48527773	127.5171306
20140911	1	Cochlodinium polykrikoides	50	800	36.09865012	129.5060436
20041108	0	NA	1800	4500	34.708556	127.865434
20140917	1	Cochlodinium polykrikoides	240	2240	36.11320677	129.5634515
20140917	1	Cochlodinium polykrikoides	300	1200	36.11320677	129.5634515
20020815	0	NA	370	11150	34.466568	127.763044
20140910	1	Cochlodinium polykrikoides	50	500	35.98228171	129.5597991
20030815	0	NA	600	700	34.747744	127.529451
20000718	0	Skeletonema	870	1520	34.659312	127.685617
20020711	0	NA	1500	2820	34.757872	127.755303
20070806	0	NA	100	1600	34.48527773	127.5171306
20020803	0	NA	250	950	34.564775	127.774356
20020802	0	NA	20	280	34.563929	127.565282
20140917	1	Cochlodinium polykrikoides	160	850	36.11320677	129.5634515
20140910	1	Cochlodinium polykrikoides	100	1500	35.98228171	129.5597991
20140911	1	Cochlodinium polykrikoides	20	5200	36.09865012	129.5060436
20040826	0	NA	20	2890	34.558783	127.776445
20030907	0	NA	200	9700	34.558783	127.776445
20070802	0	NA	10	50	34.53614409	127.6620162
20140910	0	Cochlodinium polykrikoides	2	96	35.98228171	129.5597991
20020809	0	NA	70	980	34.726398	127.724783
20030825	0	NA	200	2000	34.716812	127.869611
20140910	1	Cochlodinium polykrikoides	60	410	35.98228171	129.5597991
20140917	0	Cochlodinium polykrikoides	0	10	36.11320677	129.5634515
20030830	0	NA	300	5000	34.716812	127.869611
20140917	1	Cochlodinium polykrikoides	0	3500	36.11320677	129.5634515
20140912	1	Cochlodinium polykrikoides	110	4500	35.90944966	129.5431217
20040708	0	NA	20000	25000	34.716609	127.671848
20140915	1	Cochlodinium polykrikoides	100	2000	35.52954253	129.4601178
20140915	1	Cochlodinium polykrikoides	40	400	35.52954253	129.4601178
20030903	0	NA	500	7000	34.81766	127.808004
20020803	0	NA	70	460	34.563929	127.565282
20140912	0	Cochlodinium polykrikoides	10	30	35.90944966	129.5431217
20140912	1	Cochlodinium polykrikoides	80	4800	35.90944966	129.5431217
20030821	0	NA	3000	6000	34.716812	127.869611
20020802	0	NA	10	270	34.717331	127.694123
20040628	0	NA	20000	25000	34.716609	127.671848
20080808	1	Cochlodinium polykrikoides	160	620	34.56891871	127.7466269
20030824	0	NA	200	15000	34.716812	127.869611
20030917	0	NA	60	1400	34.558783	127.776445
20080827	0	Cochlodinium sp.	230	1340	34.59466359	127.7632803
20030814	0	NA	100	4000	34.716812	127.869611
20010720	0	Chaetoceros 	2000	NA	34.599026	127.820118
20140915	0	Cochlodinium polykrikoides	0	5	35.52954253	129.4601178
20140912	1	Cochlodinium polykrikoides	142	3000	35.90944966	129.5431217
20060810	0	NA	250	790	34.47775194	127.5043249
20080809	1	Cochlodinium polykrikoides	120	820	34.55931598	127.7436874
20000718	0	Chaotoceros sp.	4350	5710	34.659312	127.685617
20000823	0	Cochlodinium	50	200	34.477406	127.519557
20140915	1	Cochlodinium polykrikoides	120	1120	35.52954253	129.4601178
20140922	1	Cochlodinium polykrikoides	50	8200	35.70542216	129.4862211
20020819	0	NA	30	600	34.717331	127.694123
20010718	0	Heterosigma akashiwo	1500	5000	34.908847	127.69793
20020710	0	NA	250	510	34.757872	127.755303
20020816	0	NA	50	1250	34.689657	127.725979
20140912	1	Cochlodinium polykrikoides	40	1200	35.90944966	129.5431217
20080714	0	Noctiluca scintillans	1000	1500	34.6437071	127.80126
20050803	0	NA	100	5200	34.558783	127.776445
20140912	1	Cochlodinium polykrikoides	10	350	35.90944966	129.5431217
20020809	0	NA	500	3620	34.466568	127.763044
20020918	0	NA	100	600	34.716812	127.869611
20140912	1	Cochlodinium polykrikoides	60	1900	35.90944966	129.5431217
20020823	0	NA	50	350	34.558783	127.776445
20140922	1	Cochlodinium polykrikoides	100	2000	35.70542216	129.4862211
20080809	1	Cochlodinium polykrikoides	200	350	34.55931598	127.7436874
20020805	0	NA	30	950	34.564775	127.774356
20020816	0	NA	200	3970	34.466568	127.763044
20140915	1	Cochlodinium polykrikoides	340	4680	35.52954253	129.4601178
20140912	1	Cochlodinium polykrikoides	280	7200	35.90944966	129.5431217
20140915	1	Cochlodinium polykrikoides	5	1890	35.52954253	129.4601178
20140922	1	Cochlodinium polykrikoides	120	320	35.70542216	129.4862211
20140915	1	Cochlodinium polykrikoides	10	9100	35.52954253	129.4601178
20140912	1	Cochlodinium polykrikoides	100	5000	35.90944966	129.5431217
20140915	1	Cochlodinium polykrikoides	1000	16000	35.52954253	129.4601178
20070806	0	NA	200	500	34.48527773	127.5171306
20020822	0	NA	220	1430	34.558783	127.776445
20030828	0	NA	120	4470	34.558783	127.776445
20020802	0	NA	20	410	34.535652	127.540563
20020819	0	NA	250	6250	34.558783	127.776445
20030917	0	NA	500	23000	34.81766	127.808004
20030825	0	NA	300	4650	34.558783	127.776445
20080804	1	Cochlodinium polykrikoides	30	450	34.58428913	127.670142
20070802	0	NA	30	500	34.53614409	127.6620162
20080810	1	Cochlodinium polykrikoides	100	350	34.54921305	127.779134
20010720	0	Skeletonema costatum	6500	NA	34.599026	127.820118
20080809	0	Cochlodinium polykrikoides	20	80	34.55931598	127.7436874
20070802	0	NA	300	700	34.53614409	127.6620162
20140922	0	Cochlodinium polykrikoides	1	30	35.70542216	129.4862211
20080908	1	Cochlodinium polykrikoides	80	3100	34.6995423	127.7846181
20140818	0	Cochlodinium polykrikoides	50	70	35.14156192	129.154224
20140826	1	Cochlodinium polykrikoides	160	2660	35.0757953	129.0368639
20040824	0	NA	50	3850	34.535286	127.784074
20030905	0	NA	300	2420	34.558783	127.776445
20140826	1	Cochlodinium polykrikoides	40	800	35.0757953	129.0368639
20020805	0	NA	10	450	34.563929	127.565282
20080714	0	Noctiluca scintillans	160	320	34.6437071	127.80126
20030814	0	NA	90	360	34.558783	127.776445
20140826	0	Cochlodinium polykrikoides	1	68	35.0757953	129.0368639
20140826	1	Cochlodinium polykrikoides	1000	10000	35.0757953	129.0368639
20050803	0	NA	50	5300	34.747744	127.529451
20080610	0	Noctiluca scintillans	300	NA	34.72318648	127.643986
20030905	0	NA	500	3500	34.81766	127.808004
20050719	0	NA	20	140	34.558783	127.776445
20070806	0	NA	150	1850	34.48527773	127.5171306
20000703	0	Ceratium	80	320	34.757872	127.755303
20010627	0	Skeletonema sp.	500	5000	34.722424	127.733776
20000703	0	Heterosigma	1750	2040	34.757872	127.755303
20010627	0	Prorocentrum sp.	450	3600	34.722424	127.733776
20141004	1	Cochlodinium polykrikoides	140	620	34.9818916	129.0141891
20140826	1	Cochlodinium polykrikoides	2000	7000	35.0757953	129.0368639
20140826	1	Cochlodinium polykrikoides	100	300	35.0757953	129.0368639
20030827	0	NA	250	2652	34.558783	127.776445
20050720	0	NA	100	200	34.461562	127.428763
20020802	0	NA	250	330	34.656911	127.685879
20040818	0	NA	NA	NA	34.535286	127.784074
20140818	1	Cochlodinium polykrikoides	248	368	35.14156192	129.154224
20020809	0	NA	110	1710	34.564775	127.774356
20030905	0	NA	650	5500	34.570994	127.502224
20141004	1	Cochlodinium polykrikoides	200	1600	34.9818916	129.0141891
20030916	0	NA	500	25000	34.81766	127.808004
20140826	1	Cochlodinium polykrikoides	80	1200	35.0757953	129.0368639
20020805	0	NA	450	1850	34.599026	127.820118
20050729	0	NA	50	200	34.461562	127.428763
20140728	0	Pyramimonas sp.	11300	11300	35.14936183	129.1176156
20080827	1	Cochlodinium polykrikoides	230	830	34.59466359	127.7632803
20140817	0	Cochlodinium polykrikoides	4	12	35.06094008	129.0264861
20080809	1	Cochlodinium polykrikoides	850	920	34.55931598	127.7436874
20080827	1	Cochlodinium polykrikoides	900	4500	34.59466359	127.7632803
20080707	0	Heterosigma akashiwo	6500	11000	34.74095336	127.5704206
20140826	1	Cochlodinium polykrikoides	10	584	35.0757953	129.0368639
20050816	0	NA	400	500	34.558783	127.776445
20050726	0	NA	250	1850	34.558783	127.776445
20020820	0	NA	70	5240	34.717331	127.694123
20050729	0	NA	200	6500	34.558783	127.776445
20140819	0	Cochlodinium polykrikoides	1	3	35.26296833	129.2713406
20140821	0	Cochlodinium polykrikoides	0	0	35.05481294	129.0381803
20000624	0	Ceratium furca	180	1080	34.631426	127.824913
20080827	1	Cochlodinium polykrikoides	160	1800	34.59466359	127.7632803
20140820	1	Cochlodinium polykrikoides	1760	1760	35.07623131	129.0319377
20140819	1	Cochlodinium polykrikoides	500	2450	35.26296833	129.2713406
20140819	0	Cochlodinium polykrikoides	50	100	35.26296833	129.2713406
20020914	0	NA	100	2800	34.716812	127.869611
20030828	0	NA	400	3000	34.716812	127.869611
20080827	1	Cochlodinium polykrikoides	30	200	34.59466359	127.7632803
20020910	0	NA	20	360	34.558783	127.776445
20050726	0	NA	20	100	34.461562	127.428763
20020802	0	NA	250	320	34.716609	127.671848
20050726	0	NA	180	2650	34.535286	127.784074
20080827	1	Cochlodinium polykrikoides	30	360	34.59466359	127.7632803
20020820	0	NA	2100	25000	34.558783	127.776445
20050720	0	NA	45	950	34.558783	127.776445
20080827	0	Cochlodinium sp.	50	350	34.59466359	127.7632803
20140818	0	Cochlodinium polykrikoides	0	0	35.14156192	129.154224
20030922	0	NA	800	25000	34.81766	127.808004
20080827	1	Cochlodinium polykrikoides	160	3900	34.59466359	127.7632803
20140819	1	Cochlodinium polykrikoides	720	5440	35.26296833	129.2713406
20020521	0	NA	4500	5100	34.870926	128.099296
20140821	0	Cochlodinium polykrikoides	0	0	35.05481294	129.0381803
20020909	0	NA	400	800	34.72753	128.173967
20030916	0	NA	200	2200	34.879294	128.154249
20140821	0	Cochlodinium polykrikoides	0	0	35.05481294	129.0381803
20030916	0	NA	30	900	34.880984	128.13056
20140821	0	Karenia mikimotoi	0	0	35.05481294	129.0381803
20140820	0	Cochlodinium polykrikoides	1	3	35.07623131	129.0319377
20080821	1	Cochlodinium polykrikoides	60	380	34.68648196	127.9430657
20080821	1	Cochlodinium polykrikoides	80	1800	34.68648196	127.9430657
20080821	1	Cochlodinium polykrikoides	20	200	34.68648196	127.9430657
20040829	0	NA	100	200	34.880421	128.127813
20030915	0	NA	30	1000	34.880984	128.13056
20141010	1	Cochlodinium polykrikoides	20	500	35.04939599	129.1447858
20140819	0	Karenia mikimotoi	40	1860	35.26296833	129.2713406
20140817	1	Cochlodinium polykrikoides	1040	1760	35.06094008	129.0264861
20140817	0	Karenia mikimotoi	40	360	35.06094008	129.0264861
20140821	1	Cochlodinium polykrikoides	3000	3600	35.05481294	129.0381803
20030907	0	NA	20	3700	34.880984	128.13056
20140707	0	Prorocentrum triestinum	5500	15500	34.78958846	127.7903127
20140707	0	Ceratium furca	1000	1500	34.78958846	127.7903127
20140725	0	Ceratium furca	10	300	34.56719389	127.7539315
20141002	0	Mesodinium rubrum	100	2000	34.64840946	127.8041616
20140707	0	Prorocentrum dentatum	6200	20000	34.78958846	127.7903127
20140625	0	Prorocentrum dentatum	650	1000	34.55093884	127.5448425
20140528	0	Noctiluca scintillans	1000	1000	34.90496854	127.7594864
20140704	0	Prorocentrum dentatum	15000	27500	34.53081112	127.6194005
20140822	0	Alexandrium sp.	60	500	34.56450208	127.6497113
20140711	0	Ceratium furca	180	200	34.68178694	127.8085341
20140818	0	Alexandrium sp.	400	460	34.64605936	127.8106159
20141003	0	Cochlodinium polykrikoides	10	30	34.82105213	128.3440214
20140809	0	Cochlodinium polykrikoides	0	0	34.91166059	128.3090937
20140809	0	Cochlodinium polykrikoides	0	0	34.91166059	128.3090937
20140807	1	Cochlodinium polykrikoides	100	1000	34.84996255	128.3310032
20140807	1	Cochlodinium polykrikoides	20	320	34.84996255	128.3310032
20140807	0	Akashiwo sanguinea	600	2100	34.90485513	128.2757828
20141016	0	Cochlodinium polykrikoides	0	0	34.77911491	128.065847
20141015	0	Cochlodinium polykrikoides	0	0	34.79510595	128.0831732
20141013	0	Cochlodinium polykrikoides	0	0	34.79042144	128.0717645
20030821	0	NA	300	4300	34.880984	128.13056
20141012	0	Cochlodinium polykrikoides	0	0	34.77911491	128.0644209
20141011	1	Cochlodinium polykrikoides	20	400	34.79082728	128.0701253
20140804	1	Cochlodinium polykrikoides	60	480	34.78550207	128.3778955
20141009	1	Cochlodinium polykrikoides	300	1500	34.81893017	128.2783327
20141008	0	Cochlodinium polykrikoides	40	120	34.8903152	128.1542639
20141008	1	Cochlodinium polykrikoides	150	1900	34.8903152	128.1542639
20141007	1	Cochlodinium polykrikoides	150	700	34.86379482	128.1685247
20020827	0	NA	30	350	34.879731	128.137501
20020827	0	NA	150	800	34.75416692	128.2510418
20020810	0	NA	500	2500	34.75416692	128.2510418
20030827	0	NA	2500	11000	34.787719	128.276894
20141007	1	Cochlodinium polykrikoides	200	2800	34.86379482	128.1685247
20140801	1	Cochlodinium polykrikoides	40	180	34.90658731	128.2846643
20140801	1	Cochlodinium polykrikoides	60	920	34.90658731	128.2846643
20030825	0	NA	560	11000	34.787719	128.276894
20030825	0	NA	300	11300	34.880984	128.13056
20141006	1	Cochlodinium polykrikoides	180	1140	34.89304253	128.1521248
20141005	1	Cochlodinium polykrikoides	100	1200	34.74904353	128.3867147
20141005	1	Cochlodinium polykrikoides	200	1500	34.74904353	128.3867147
20030824	0	NA	720	8700	34.801895	128.358179
20030824	0	NA	200	13000	34.787719	128.276894
20080917	1	Cochlodinium polykrikoides	130	2150	34.74203115	127.9955399
20030824	0	NA	300	10500	34.880984	128.13056
20020822	0	NA	420	12000	34.66837	128.214744
20140730	0	Cochlodinium polykrikoides	20	60	34.90040492	128.2766926
20140729	0	Cochlodinium polykrikoides	0.05	0.4	34.90064788	128.2751002
20030821	0	NA	200	10800	34.879294	128.154249
20141003	1	Cochlodinium polykrikoides	8	450	34.82105213	128.3440214
20141003	1	Cochlodinium polykrikoides	400	800	34.82105213	128.3440214
20080909	0	Cochlodinium polykrikoides	5	100	34.77632359	127.9252214
20140728	1	Cochlodinium polykrikoides	40	200	34.89885146	128.2732253
20030820	0	NA	100	4500	34.787719	128.276894
20141002	1	Cochlodinium polykrikoides	80	650	34.91526381	128.2170113
20030820	0	NA	50	4900	34.880984	128.13056
20141002	1	Cochlodinium polykrikoides	400	900	34.91526381	128.2170113
20050808	0	NA	100	15000	34.829432	128.162833
20030815	0	NA	120	480	34.762448	128.313528
20030815	0	NA	240	1360	34.662466	128.217229
20020907	0	NA	50	1800	34.72753	128.173967
20040618	0	NA	500	1100	34.827288	128.163066
20050804	0	NA	50	6500	34.829432	128.162833
20030814	0	NA	110	540	34.658337	128.247262
20050804	0	NA	100	5500	34.75416692	128.2510418
20141002	1	Cochlodinium polykrikoides	10	500	34.91526381	128.2170113
20040827	0	NA	500	900	34.75416692	128.2510418
20030814	0	NA	230	640	34.662466	128.217229
20141001	1	Cochlodinium polykrikoides	50	3500	34.89655155	128.1114815
20050803	0	NA	100	1700	34.829432	128.162833
20050803	0	NA	100	6000	34.829432	128.162833
20040826	0	NA	500	NA	34.738467	127.931352
20020820	0	NA	600	18000	34.66837	128.214744
20020820	0	NA	420	15000	34.865539	128.191881
20030905	0	NA	160	13500	34.801895	128.358179
20141001	1	Cochlodinium polykrikoides	400	5000	34.89655155	128.1114815
20141001	0	Cochlodinium polykrikoides	40	50	34.89655155	128.1114815
20140925	1	Cochlodinium polykrikoides	150	1050	34.83737145	128.2852983
20140925	1	Cochlodinium polykrikoides	0	700	34.83737145	128.2852983
20140727	1	Cochlodinium polykrikoides	20	200	34.91378076	128.3011137
20140727	0	Cochlodinium polykrikoides	0.1	0.24	34.91378076	128.3011137
20140806	0	Cochlodinium polykrikoides	40	60	34.91603452	128.3063898
20070810	0	NA	400	700	34.81230996	128.2474599
20060824	0	NA	750	2420	34.75416692	128.2510418
20070810	0	NA	50	200	34.81230996	128.2474599
20070810	0	NA	650	2800	34.81230996	128.2474599
20070810	0	NA	800	7640	34.81230996	128.2474599
20070810	0	NA	800	5400	34.81230996	128.2474599
20070810	0	NA	200	11500	34.81230996	128.2474599
20080909	1	Cochlodinium polykrikoides	55	834	34.77632359	127.9252214
20060816	0	NA	120	2800	34.71978107	127.9396671
20140729	0	Cochlodinium polykrikoides	40	80	34.90064788	128.2751002
20020909	0	NA	1000	10000	34.718218	128.070284
20140816	0	Karenia mikimotoi	100	460	34.8981974	128.2744029
20140728	1	Cochlodinium polykrikoides	60	800	34.89885146	128.2732253
20140806	1	Cochlodinium polykrikoides	50	300	34.91603452	128.3063898
20041108	0	NA	350	950	34.609972	128.284784
20020818	0	NA	380	6800	34.879294	128.154249
20000714	0	Ceratium furca	150	840	34.862536	128.294713
20020821	0	NA	240	8200	34.66837	128.214744
20030915	0	NA	500	5700	34.879294	128.154249
20040829	0	NA	NA	NA	34.75416692	128.2510418
20020810	0	NA	500	2000	34.879576	128.128843
20000824	0	Cochlodinium	100	900	34.827288	128.163066
20020821	0	NA	500	10000	34.75416692	128.2510418
20140731	1	Cochlodinium polykrikoides	0.02	850	34.90639926	128.2863119
20040827	0	NA	100	200	34.870956	128.1347
20040614	0	NA	500	1100	34.827288	128.163066
20140804	1	Cochlodinium polykrikoides	60	920	34.78550207	128.3778955
20040826	0	NA	120	200	34.829432	128.162833
20020809	0	NA	350	3500	34.783595	128.272615
20020817	0	NA	1400	4000	34.75416692	128.2510418
20070724	0	NA	280	500	34.88632524	128.3037823
20080919	1	Cochlodinium polykrikoides	200	2000	34.79574987	127.9692882
20040825	0	NA	200	900	34.775795	128.282323
20030905	0	NA	50	2700	34.880984	128.13056
20020829	0	NA	2000	15000	34.747036	128.169545
20140731	0	Cochlodinium polykrikoides	0.01	0.8	34.90639926	128.2863119
20140804	1	Cochlodinium polykrikoides	40	420	34.78550207	128.3778955
20140816	0	Cochlodinium polykrikoides	1	3	34.8981974	128.2744029
20060824	0	NA	50	400	34.75416692	128.2510418
20140730	0	Cochlodinium polykrikoides	0.02	0.8	34.90040492	128.2766926
20060824	0	NA	500	750	34.75416692	128.2510418
20140802	0	Cochlodinium polykrikoides	0	0	34.90584934	128.2842158
20140905	1	Cochlodinium polykrikoides	10	800	34.78686694	128.51748
20140905	1	Cochlodinium polykrikoides	200	2200	34.78686694	128.51748
20140905	1	Cochlodinium polykrikoides	20	860	34.78686694	128.51748
20140905	1	Cochlodinium polykrikoides	32	2320	34.78686694	128.51748
20140905	1	Cochlodinium polykrikoides	30	1210	34.78686694	128.51748
20060816	0	NA	300	22500	34.71978107	127.9396671
20140930	1	Cochlodinium polykrikoides	300	1100	34.83664043	128.729797
20140930	1	Cochlodinium polykrikoides	300	1300	34.83664043	128.729797
20140827	1	Cochlodinium polykrikoides	300	1800	34.76827356	128.6518227
20020812	0	NA	200	1500	34.901594	128.066819
20020812	0	NA	500	3000	34.75416692	128.2510418
20030828	0	NA	60	12000	34.801895	128.358179
20000822	0	Cochlodinium	200	2000	34.844479	127.93645
20020818	0	NA	180	1650	34.878921	128.200596
20020818	0	NA	2000	20000	34.75416692	128.2510418
20020810	0	NA	200	3500	34.783595	128.272615
20020710	0	NA	8500	12700	34.863118	128.409178
20080919	1	Cochlodinium polykrikoides	120	980	34.79574987	127.9692882
20020805	0	NA	50	1000	34.728309	128.062501
20080918	1	Cochlodinium polykrikoides	250	4300	34.79377581	127.9496532
20030827	0	NA	960	4500	34.801895	128.358179
20080918	1	Cochlodinium polykrikoides	120	3340	34.79377581	127.9496532
20000920	0	Skeletonema 등	30000	NA	34.75416692	128.2510418
20020809	0	NA	350	1200	34.788612	128.363478
20140827	1	Cochlodinium polykrikoides	1200	3600	34.76827356	128.6518227
20020809	0	NA	1000	2500	34.75416692	128.2510418
20140827	1	Cochlodinium polykrikoides	80	1500	34.76827356	128.6518227
20080919	1	Cochlodinium polykrikoides	550	5800	34.79574987	127.9692882
20080919	1	Cochlodinium polykrikoides	200	5000	34.79574987	127.9692882
20020815	0	NA	500	3000	34.75416692	128.2510418
20140831	1	Cochlodinium polykrikoides	22	950	34.77046838	128.6600878
20080812	0	NA	360	900	34.76659218	128.064646
20001011	0	Cochlodinium	80	1000	34.827288	128.163066
20140905	1	Cochlodinium polykrikoides	50	6000	34.78686694	128.51748
20080917	1	Cochlodinium polykrikoides	120	3400	34.74203115	127.9955399
20020803	0	NA	30	750	34.728309	128.062501
20040822	0	NA	NA	NA	34.775795	128.282323
20140901	1	Cochlodinium polykrikoides	40	1200	34.62038761	128.554558
20020819	0	NA	160	4800	34.768874	128.35938
20140811	0	Karenia mikimotoi	1200	2000	34.78071786	128.4397587
20020822	0	NA	320	5120	34.844142	128.245813
20140904	1	Cochlodinium polykrikoides	490	5200	34.80326225	128.5460015
20140831	1	Cochlodinium polykrikoides	800	1400	34.77046838	128.6600878
20140904	1	Cochlodinium polykrikoides	150	3300	34.80326225	128.5460015
20080909	1	Cochlodinium polykrikoides	40	2000	34.77632359	127.9252214
20140831	1	Cochlodinium polykrikoides	150	1600	34.77046838	128.6600878
20080909	1	Cochlodinium polykrikoides	230	890	34.77632359	127.9252214
20140827	0	Cochlodinium polykrikoides	45	45	34.76827356	128.6518227
20020718	0	NA	1200	2500	34.863118	128.409178
20140901	1	Cochlodinium polykrikoides	10	240	34.62038761	128.554558
20080821	0	Cochlodinium polykrikoides	20	60	34.68648196	127.9430657
20020809	0	NA	500	800	34.879576	128.128843
20040618	0	NA	20000	35000	34.753769	128.065777
20030825	0	NA	360	7800	34.801895	128.358179
20020819	0	NA	500	15000	34.75416692	128.2510418
20030917	0	NA	30	750	34.880984	128.13056
20020822	0	NA	500	5000	34.75416692	128.2510418
20140904	1	Cochlodinium polykrikoides	1200	13000	34.80326225	128.5460015
20140828	1	Cochlodinium polykrikoides	110	950	34.84087295	128.7316831
20140907	1	Cochlodinium polykrikoides	400	4000	34.78686694	128.51748
20140901	1	Cochlodinium polykrikoides	400	3200	34.62038761	128.554558
20020817	0	NA	180	2000	34.879294	128.154249
20020905	0	NA	120	1000	34.721605	128.225809
20140830	0	Cochlodinium polykrikoides	0	22	34.76738733	128.6427794
20140930	1	Cochlodinium polykrikoides	150	1600	34.83664043	128.729797
20010815	1	Cochlodinium polykrikoides	20	500	34.728309	128.062501
20020819	0	NA	10	2420	34.892145	128.098031
20040818	0	NA	30	320	34.749592	128.412653
20140905	1	Cochlodinium polykrikoides	360	2100	34.78686694	128.51748
