발생날짜,조사해역,원인생물,생물밀도(max),생물밀도(min),수온(max),수온(min),속보코드
20150826,"포항(하정리~조사리), 영덕(남정~병곡), 울진(진복)",Cochlodinium polykrikoides,3500,40,24.9,23.7,2015082601
20150826,"포항(하정리~조사리), 영덕(남정~병곡), 울진(진복)",Cochlodinium polykrikoides,250,10,24.9,23.7,2015082601
20150826,"고흥 도양(소록도~화도)~금산(배천~우두, 명천)~도화(화옥~구암), 봉래 염포",Cochlodinium polykrikoides,300,10,24.2,23.7,2015082601
20150826,"고흥 도양(소록도~화도)~금산(배천~우두, 명천)~도화(화옥~구암), 봉래 염포",Cochlodinium polykrikoides,4600,20,24.2,23.7,2015082601
20150826,"고흥 도양(소록도~화도)~금산(배천~우두, 명천)~도화(화옥~구암), 봉래 염포",Cochlodinium polykrikoides,6800,70,24.2,23.7,2015082601
20150826,"고흥 도양(소록도~화도)~금산(배천~우두, 명천)~도화(화옥~구암), 봉래 염포",Cochlodinium polykrikoides,2250,1120,24.2,23.7,2015082601
20150826,"고흥 도양(소록도~화도)~금산(배천~우두, 명천)~도화(화옥~구암), 봉래 염포",Cochlodinium polykrikoides,950,600,24.2,23.7,2015082601
20150826,"고흥 도양(소록도~화도)~금산(배천~우두, 명천)~도화(화옥~구암), 봉래 염포",Cochlodinium polykrikoides,250,60,24.2,23.7,2015082601
20150826,"고흥 도양(소록도~화도)~금산(배천~우두, 명천)~도화(화옥~구암), 봉래 염포",Cochlodinium polykrikoides,3500,40,24.2,23.7,2015082601
20150826,"고흥 도양(소록도~화도)~금산(배천~우두, 명천)~도화(화옥~구암), 봉래 염포",Cochlodinium polykrikoides,250,10,24.2,23.7,2015082601
20150826,"부산 남구~해운대구, 기장(육상양식장)",Cochlodinium polykrikoides,300,10,26,25,2015082601
20150826,"부산 남구~해운대구, 기장(육상양식장)",Cochlodinium polykrikoides,4600,20,26,25,2015082601
20150826,"부산 남구~해운대구, 기장(육상양식장)",Cochlodinium polykrikoides,6800,70,26,25,2015082601
20150826,"부산 남구~해운대구, 기장(육상양식장)",Cochlodinium polykrikoides,2250,1120,26,25,2015082601
20150826,"부산 남구~해운대구, 기장(육상양식장)",Cochlodinium polykrikoides,950,600,26,25,2015082601
20150826,"부산 남구~해운대구, 기장(육상양식장)",Cochlodinium polykrikoides,250,60,26,25,2015082601
20150826,"부산 남구~해운대구, 기장(육상양식장)",Cochlodinium polykrikoides,3500,40,26,25,2015082601
20150826,"부산 남구~해운대구, 기장(육상양식장)",Cochlodinium polykrikoides,250,10,26,25,2015082601
20150825,여수시 돌산동안~서안,Cochlodinium polykrikoides,0,0,,,2015082501
20150825,여수시 돌산동안~서안,Cochlodinium polykrikoides,150,20,,,2015082501
20150825,여수시 돌산동안~서안,Cochlodinium polykrikoides,2010,32,,,2015082501
20150825,여수시 돌산동안~서안,Cochlodinium polykrikoides,100,2,,,2015082501
20150825,여수시 돌산동안~서안,Cochlodinium polykrikoides,1290,10,,,2015082501
20150825,여수시 돌산동안~서안,Cochlodinium polykrikoides,3200,1250,,,2015082501
20150825,여수시 돌산동안~서안,Cochlodinium polykrikoides,30,10,,,2015082501
20150825,여수시 돌산동안~서안,Cochlodinium polykrikoides,0,0,,,2015082501
20150825,여수시 돌산동안~서안,Cochlodinium polykrikoides,0,0,,,2015082501
20150825,"남해 갈화~월곡, 하동 대도",Cochlodinium polykrikoides,0,0,24.4,24.3,2015082501
20150825,"남해 갈화~월곡, 하동 대도",Cochlodinium polykrikoides,150,20,24.4,24.3,2015082501
20150825,"남해 갈화~월곡, 하동 대도",Cochlodinium polykrikoides,2010,32,24.4,24.3,2015082501
20150825,"남해 갈화~월곡, 하동 대도",Cochlodinium polykrikoides,100,2,24.4,24.3,2015082501
20150825,"남해 갈화~월곡, 하동 대도",Cochlodinium polykrikoides,1290,10,24.4,24.3,2015082501
20150825,"남해 갈화~월곡, 하동 대도",Cochlodinium polykrikoides,3200,1250,24.4,24.3,2015082501
20150825,"남해 갈화~월곡, 하동 대도",Cochlodinium polykrikoides,30,10,24.4,24.3,2015082501
20150825,"남해 갈화~월곡, 하동 대도",Cochlodinium polykrikoides,0,0,24.4,24.3,2015082501
20150825,"남해 갈화~월곡, 하동 대도",Cochlodinium polykrikoides,0,0,24.4,24.3,2015082501
20150825,"부산 기장(육상양식장), 울산 울주(서생)~북구(화암)",Cochlodinium polykrikoides,0,0,26,25.4,2015082501
20150825,"부산 기장(육상양식장), 울산 울주(서생)~북구(화암)",Cochlodinium polykrikoides,150,20,26,25.4,2015082501
20150825,"부산 기장(육상양식장), 울산 울주(서생)~북구(화암)",Cochlodinium polykrikoides,2010,32,26,25.4,2015082501
20150825,"부산 기장(육상양식장), 울산 울주(서생)~북구(화암)",Cochlodinium polykrikoides,100,2,26,25.4,2015082501
20150825,"부산 기장(육상양식장), 울산 울주(서생)~북구(화암)",Cochlodinium polykrikoides,1290,10,26,25.4,2015082501
20150825,"부산 기장(육상양식장), 울산 울주(서생)~북구(화암)",Cochlodinium polykrikoides,3200,1250,26,25.4,2015082501
20150825,"부산 기장(육상양식장), 울산 울주(서생)~북구(화암)",Cochlodinium polykrikoides,30,10,26,25.4,2015082501
20150825,"부산 기장(육상양식장), 울산 울주(서생)~북구(화암)",Cochlodinium polykrikoides,0,0,26,25.4,2015082501
20150825,"부산 기장(육상양식장), 울산 울주(서생)~북구(화암)",Cochlodinium polykrikoides,0,0,26,25.4,2015082501
20150825,"포항(오도~조사리), 울진(진복)",Cochlodinium polykrikoides,0,0,25,24.8,2015082501
20150825,"포항(오도~조사리), 울진(진복)",Cochlodinium polykrikoides,150,20,25,24.8,2015082501
20150825,"포항(오도~조사리), 울진(진복)",Cochlodinium polykrikoides,2010,32,25,24.8,2015082501
20150825,"포항(오도~조사리), 울진(진복)",Cochlodinium polykrikoides,100,2,25,24.8,2015082501
20150825,"포항(오도~조사리), 울진(진복)",Cochlodinium polykrikoides,1290,10,25,24.8,2015082501
20150825,"포항(오도~조사리), 울진(진복)",Cochlodinium polykrikoides,3200,1250,25,24.8,2015082501
20150825,"포항(오도~조사리), 울진(진복)",Cochlodinium polykrikoides,30,10,25,24.8,2015082501
20150825,"포항(오도~조사리), 울진(진복)",Cochlodinium polykrikoides,0,0,25,24.8,2015082501
20150825,"포항(오도~조사리), 울진(진복)",Cochlodinium polykrikoides,0,0,25,24.8,2015082501
20150825,"장흥 득량만 중부~하부, 고흥 도양~금산",Cochlodinium polykrikoides,0,0,25.4,24.2,2015082501
20150825,"장흥 득량만 중부~하부, 고흥 도양~금산",Cochlodinium polykrikoides,150,20,25.4,24.2,2015082501
20150825,"장흥 득량만 중부~하부, 고흥 도양~금산",Cochlodinium polykrikoides,2010,32,25.4,24.2,2015082501
20150825,"장흥 득량만 중부~하부, 고흥 도양~금산",Cochlodinium polykrikoides,100,2,25.4,24.2,2015082501
20150825,"장흥 득량만 중부~하부, 고흥 도양~금산",Cochlodinium polykrikoides,1290,10,25.4,24.2,2015082501
20150825,"장흥 득량만 중부~하부, 고흥 도양~금산",Cochlodinium polykrikoides,3200,1250,25.4,24.2,2015082501
20150825,"장흥 득량만 중부~하부, 고흥 도양~금산",Cochlodinium polykrikoides,30,10,25.4,24.2,2015082501
20150825,"장흥 득량만 중부~하부, 고흥 도양~금산",Cochlodinium polykrikoides,0,0,25.4,24.2,2015082501
20150825,"장흥 득량만 중부~하부, 고흥 도양~금산",Cochlodinium polykrikoides,0,0,25.4,24.2,2015082501
20150825,고성 삼산~하이,Cochlodinium polykrikoides,0,0,23.3,23.2,2015082501
20150825,고성 삼산~하이,Cochlodinium polykrikoides,150,20,23.3,23.2,2015082501
20150825,고성 삼산~하이,Cochlodinium polykrikoides,2010,32,23.3,23.2,2015082501
20150825,고성 삼산~하이,Cochlodinium polykrikoides,100,2,23.3,23.2,2015082501
20150825,고성 삼산~하이,Cochlodinium polykrikoides,1290,10,23.3,23.2,2015082501
20150825,고성 삼산~하이,Cochlodinium polykrikoides,3200,1250,23.3,23.2,2015082501
20150825,고성 삼산~하이,Cochlodinium polykrikoides,30,10,23.3,23.2,2015082501
20150825,고성 삼산~하이,Cochlodinium polykrikoides,0,0,23.3,23.2,2015082501
20150825,고성 삼산~하이,Cochlodinium polykrikoides,0,0,23.3,23.2,2015082501
20150825,거제 남부~대포,Cochlodinium polykrikoides,0,0,23.3,23.3,2015082501
20150825,거제 남부~대포,Cochlodinium polykrikoides,150,20,23.3,23.3,2015082501
20150825,거제 남부~대포,Cochlodinium polykrikoides,2010,32,23.3,23.3,2015082501
20150825,거제 남부~대포,Cochlodinium polykrikoides,100,2,23.3,23.3,2015082501
20150825,거제 남부~대포,Cochlodinium polykrikoides,1290,10,23.3,23.3,2015082501
20150825,거제 남부~대포,Cochlodinium polykrikoides,3200,1250,23.3,23.3,2015082501
20150825,거제 남부~대포,Cochlodinium polykrikoides,30,10,23.3,23.3,2015082501
20150825,거제 남부~대포,Cochlodinium polykrikoides,0,0,23.3,23.3,2015082501
20150825,거제 남부~대포,Cochlodinium polykrikoides,0,0,23.3,23.3,2015082501
20150825,"완도 신지(동고)~약산(득암), 약산(어두~당목), 신지(석화포~동고), 금일(신도~궁항)",Cochlodinium polykrikoides,0,0,24.8,23.2,2015082501
20150825,"완도 신지(동고)~약산(득암), 약산(어두~당목), 신지(석화포~동고), 금일(신도~궁항)",Cochlodinium polykrikoides,150,20,24.8,23.2,2015082501
20150825,"완도 신지(동고)~약산(득암), 약산(어두~당목), 신지(석화포~동고), 금일(신도~궁항)",Cochlodinium polykrikoides,2010,32,24.8,23.2,2015082501
20150825,"완도 신지(동고)~약산(득암), 약산(어두~당목), 신지(석화포~동고), 금일(신도~궁항)",Cochlodinium polykrikoides,100,2,24.8,23.2,2015082501
20150825,"완도 신지(동고)~약산(득암), 약산(어두~당목), 신지(석화포~동고), 금일(신도~궁항)",Cochlodinium polykrikoides,1290,10,24.8,23.2,2015082501
20150825,"완도 신지(동고)~약산(득암), 약산(어두~당목), 신지(석화포~동고), 금일(신도~궁항)",Cochlodinium polykrikoides,3200,1250,24.8,23.2,2015082501
20150825,"완도 신지(동고)~약산(득암), 약산(어두~당목), 신지(석화포~동고), 금일(신도~궁항)",Cochlodinium polykrikoides,30,10,24.8,23.2,2015082501
20150825,"완도 신지(동고)~약산(득암), 약산(어두~당목), 신지(석화포~동고), 금일(신도~궁항)",Cochlodinium polykrikoides,0,0,24.8,23.2,2015082501
20150825,"완도 신지(동고)~약산(득암), 약산(어두~당목), 신지(석화포~동고), 금일(신도~궁항)",Cochlodinium polykrikoides,0,0,24.8,23.2,2015082501
20150825,통영 한산~도산~욕지,Cochlodinium polykrikoides,0,0,24.1,24.1,2015082501
20150825,통영 한산~도산~욕지,Cochlodinium polykrikoides,150,20,24.1,24.1,2015082501
20150825,통영 한산~도산~욕지,Cochlodinium polykrikoides,2010,32,24.1,24.1,2015082501
20150825,통영 한산~도산~욕지,Cochlodinium polykrikoides,100,2,24.1,24.1,2015082501
20150825,통영 한산~도산~욕지,Cochlodinium polykrikoides,1290,10,24.1,24.1,2015082501
20150825,통영 한산~도산~욕지,Cochlodinium polykrikoides,3200,1250,24.1,24.1,2015082501
20150825,통영 한산~도산~욕지,Cochlodinium polykrikoides,30,10,24.1,24.1,2015082501
20150825,통영 한산~도산~욕지,Cochlodinium polykrikoides,0,0,24.1,24.1,2015082501
20150825,통영 한산~도산~욕지,Cochlodinium polykrikoides,0,0,24.1,24.1,2015082501
20150824,고흥 도양(장예~화도)~금산(우두~금장~오천~계도)~도화(구암~지죽),Cochlodinium polykrikoides,2150,150,24.5,23.8,2015082401
20150824,고흥 도양(장예~화도)~금산(우두~금장~오천~계도)~도화(구암~지죽),Cochlodinium polykrikoides,0,0,24.5,23.8,2015082401
20150824,고흥 도양(장예~화도)~금산(우두~금장~오천~계도)~도화(구암~지죽),Cochlodinium polykrikoides,2400,50,24.5,23.8,2015082401
20150824,고흥 도양(장예~화도)~금산(우두~금장~오천~계도)~도화(구암~지죽),Cochlodinium polykrikoides,3400,30,24.5,23.8,2015082401
20150824,고흥 도양(장예~화도)~금산(우두~금장~오천~계도)~도화(구암~지죽),Cochlodinium polykrikoides,3000,100,24.5,23.8,2015082401
20150824,고흥 도양(장예~화도)~금산(우두~금장~오천~계도)~도화(구암~지죽),Cochlodinium polykrikoides,3000,160,24.5,23.8,2015082401
20150824,고흥 도양(장예~화도)~금산(우두~금장~오천~계도)~도화(구암~지죽),Cochlodinium polykrikoides,350,150,24.5,23.8,2015082401
20150824,고흥 도양(장예~화도)~금산(우두~금장~오천~계도)~도화(구암~지죽),Cochlodinium polykrikoides,590,210,24.5,23.8,2015082401
20150824,고흥 도양(장예~화도)~금산(우두~금장~오천~계도)~도화(구암~지죽),Cochlodinium polykrikoides,1300,30,24.5,23.8,2015082401
20150824,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~연화도, 사량 답포",Cochlodinium polykrikoides,2150,150,24.7,23.2,2015082401
20150824,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~연화도, 사량 답포",Cochlodinium polykrikoides,0,0,24.7,23.2,2015082401
20150824,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~연화도, 사량 답포",Cochlodinium polykrikoides,2400,50,24.7,23.2,2015082401
20150824,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~연화도, 사량 답포",Cochlodinium polykrikoides,3400,30,24.7,23.2,2015082401
20150824,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~연화도, 사량 답포",Cochlodinium polykrikoides,3000,100,24.7,23.2,2015082401
20150824,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~연화도, 사량 답포",Cochlodinium polykrikoides,3000,160,24.7,23.2,2015082401
20150824,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~연화도, 사량 답포",Cochlodinium polykrikoides,350,150,24.7,23.2,2015082401
20150824,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~연화도, 사량 답포",Cochlodinium polykrikoides,590,210,24.7,23.2,2015082401
20150824,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~연화도, 사량 답포",Cochlodinium polykrikoides,1300,30,24.7,23.2,2015082401
20150824,"경주(감포), 포항(계원~강사), 영덕(부경~병곡), 울진(후포~진복)",Cochlodinium polykrikoides,2150,150,26,24.1,2015082401
20150824,"경주(감포), 포항(계원~강사), 영덕(부경~병곡), 울진(후포~진복)",Cochlodinium polykrikoides,0,0,26,24.1,2015082401
20150824,"경주(감포), 포항(계원~강사), 영덕(부경~병곡), 울진(후포~진복)",Cochlodinium polykrikoides,2400,50,26,24.1,2015082401
20150824,"경주(감포), 포항(계원~강사), 영덕(부경~병곡), 울진(후포~진복)",Cochlodinium polykrikoides,3400,30,26,24.1,2015082401
20150824,"경주(감포), 포항(계원~강사), 영덕(부경~병곡), 울진(후포~진복)",Cochlodinium polykrikoides,3000,100,26,24.1,2015082401
20150824,"경주(감포), 포항(계원~강사), 영덕(부경~병곡), 울진(후포~진복)",Cochlodinium polykrikoides,3000,160,26,24.1,2015082401
20150824,"경주(감포), 포항(계원~강사), 영덕(부경~병곡), 울진(후포~진복)",Cochlodinium polykrikoides,350,150,26,24.1,2015082401
20150824,"경주(감포), 포항(계원~강사), 영덕(부경~병곡), 울진(후포~진복)",Cochlodinium polykrikoides,590,210,26,24.1,2015082401
20150824,"경주(감포), 포항(계원~강사), 영덕(부경~병곡), 울진(후포~진복)",Cochlodinium polykrikoides,1300,30,26,24.1,2015082401
20150824,완도 고금(도남)~신지(동고)~금일(도장)~약산(득암)~금당(율포),Cochlodinium polykrikoides,2150,150,25.3,23.5,2015082401
20150824,완도 고금(도남)~신지(동고)~금일(도장)~약산(득암)~금당(율포),Cochlodinium polykrikoides,0,0,25.3,23.5,2015082401
20150824,완도 고금(도남)~신지(동고)~금일(도장)~약산(득암)~금당(율포),Cochlodinium polykrikoides,2400,50,25.3,23.5,2015082401
20150824,완도 고금(도남)~신지(동고)~금일(도장)~약산(득암)~금당(율포),Cochlodinium polykrikoides,3400,30,25.3,23.5,2015082401
20150824,완도 고금(도남)~신지(동고)~금일(도장)~약산(득암)~금당(율포),Cochlodinium polykrikoides,3000,100,25.3,23.5,2015082401
20150824,완도 고금(도남)~신지(동고)~금일(도장)~약산(득암)~금당(율포),Cochlodinium polykrikoides,3000,160,25.3,23.5,2015082401
20150824,완도 고금(도남)~신지(동고)~금일(도장)~약산(득암)~금당(율포),Cochlodinium polykrikoides,350,150,25.3,23.5,2015082401
20150824,완도 고금(도남)~신지(동고)~금일(도장)~약산(득암)~금당(율포),Cochlodinium polykrikoides,590,210,25.3,23.5,2015082401
20150824,완도 고금(도남)~신지(동고)~금일(도장)~약산(득암)~금당(율포),Cochlodinium polykrikoides,1300,30,25.3,23.5,2015082401
20150824,여수 돌산대교~오동도,Cochlodinium polykrikoides,2150,150,23.7,23.4,2015082401
20150824,여수 돌산대교~오동도,Cochlodinium polykrikoides,0,0,23.7,23.4,2015082401
20150824,여수 돌산대교~오동도,Cochlodinium polykrikoides,2400,50,23.7,23.4,2015082401
20150824,여수 돌산대교~오동도,Cochlodinium polykrikoides,3400,30,23.7,23.4,2015082401
20150824,여수 돌산대교~오동도,Cochlodinium polykrikoides,3000,100,23.7,23.4,2015082401
20150824,여수 돌산대교~오동도,Cochlodinium polykrikoides,3000,160,23.7,23.4,2015082401
20150824,여수 돌산대교~오동도,Cochlodinium polykrikoides,350,150,23.7,23.4,2015082401
20150824,여수 돌산대교~오동도,Cochlodinium polykrikoides,590,210,23.7,23.4,2015082401
20150824,여수 돌산대교~오동도,Cochlodinium polykrikoides,1300,30,23.7,23.4,2015082401
20150824,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 창원(저도~원전)",Cochlodinium polykrikoides,2150,150,25.2,23.4,2015082401
20150824,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 창원(저도~원전)",Cochlodinium polykrikoides,0,0,25.2,23.4,2015082401
20150824,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 창원(저도~원전)",Cochlodinium polykrikoides,2400,50,25.2,23.4,2015082401
20150824,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 창원(저도~원전)",Cochlodinium polykrikoides,3400,30,25.2,23.4,2015082401
20150824,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 창원(저도~원전)",Cochlodinium polykrikoides,3000,100,25.2,23.4,2015082401
20150824,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 창원(저도~원전)",Cochlodinium polykrikoides,3000,160,25.2,23.4,2015082401
20150824,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 창원(저도~원전)",Cochlodinium polykrikoides,350,150,25.2,23.4,2015082401
20150824,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 창원(저도~원전)",Cochlodinium polykrikoides,590,210,25.2,23.4,2015082401
20150824,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 창원(저도~원전)",Cochlodinium polykrikoides,1300,30,25.2,23.4,2015082401
20150824,장흥 득량만 중부(장환~우산)~하부(대리~노력도),Cochlodinium polykrikoides,2150,150,26.9,25.3,2015082401
20150824,장흥 득량만 중부(장환~우산)~하부(대리~노력도),Cochlodinium polykrikoides,0,0,26.9,25.3,2015082401
20150824,장흥 득량만 중부(장환~우산)~하부(대리~노력도),Cochlodinium polykrikoides,2400,50,26.9,25.3,2015082401
20150824,장흥 득량만 중부(장환~우산)~하부(대리~노력도),Cochlodinium polykrikoides,3400,30,26.9,25.3,2015082401
20150824,장흥 득량만 중부(장환~우산)~하부(대리~노력도),Cochlodinium polykrikoides,3000,100,26.9,25.3,2015082401
20150824,장흥 득량만 중부(장환~우산)~하부(대리~노력도),Cochlodinium polykrikoides,3000,160,26.9,25.3,2015082401
20150824,장흥 득량만 중부(장환~우산)~하부(대리~노력도),Cochlodinium polykrikoides,350,150,26.9,25.3,2015082401
20150824,장흥 득량만 중부(장환~우산)~하부(대리~노력도),Cochlodinium polykrikoides,590,210,26.9,25.3,2015082401
20150824,장흥 득량만 중부(장환~우산)~하부(대리~노력도),Cochlodinium polykrikoides,1300,30,26.9,25.3,2015082401
20150824,"남해 미조(조도~마안도)~삼동(물건), 갈화~하동(대도~중평)",Cochlodinium polykrikoides,2150,150,24.3,23.8,2015082401
20150824,"남해 미조(조도~마안도)~삼동(물건), 갈화~하동(대도~중평)",Cochlodinium polykrikoides,0,0,24.3,23.8,2015082401
20150824,"남해 미조(조도~마안도)~삼동(물건), 갈화~하동(대도~중평)",Cochlodinium polykrikoides,2400,50,24.3,23.8,2015082401
20150824,"남해 미조(조도~마안도)~삼동(물건), 갈화~하동(대도~중평)",Cochlodinium polykrikoides,3400,30,24.3,23.8,2015082401
20150824,"남해 미조(조도~마안도)~삼동(물건), 갈화~하동(대도~중평)",Cochlodinium polykrikoides,3000,100,24.3,23.8,2015082401
20150824,"남해 미조(조도~마안도)~삼동(물건), 갈화~하동(대도~중평)",Cochlodinium polykrikoides,3000,160,24.3,23.8,2015082401
20150824,"남해 미조(조도~마안도)~삼동(물건), 갈화~하동(대도~중평)",Cochlodinium polykrikoides,350,150,24.3,23.8,2015082401
20150824,"남해 미조(조도~마안도)~삼동(물건), 갈화~하동(대도~중평)",Cochlodinium polykrikoides,590,210,24.3,23.8,2015082401
20150824,"남해 미조(조도~마안도)~삼동(물건), 갈화~하동(대도~중평)",Cochlodinium polykrikoides,1300,30,24.3,23.8,2015082401
20150824,"부산 기장(육상양식장), 울산 울주(서생)~북구(제전~화암)",Cochlodinium polykrikoides,2150,150,26,25.8,2015082401
20150824,"부산 기장(육상양식장), 울산 울주(서생)~북구(제전~화암)",Cochlodinium polykrikoides,0,0,26,25.8,2015082401
20150824,"부산 기장(육상양식장), 울산 울주(서생)~북구(제전~화암)",Cochlodinium polykrikoides,2400,50,26,25.8,2015082401
20150824,"부산 기장(육상양식장), 울산 울주(서생)~북구(제전~화암)",Cochlodinium polykrikoides,3400,30,26,25.8,2015082401
20150824,"부산 기장(육상양식장), 울산 울주(서생)~북구(제전~화암)",Cochlodinium polykrikoides,3000,100,26,25.8,2015082401
20150824,"부산 기장(육상양식장), 울산 울주(서생)~북구(제전~화암)",Cochlodinium polykrikoides,3000,160,26,25.8,2015082401
20150824,"부산 기장(육상양식장), 울산 울주(서생)~북구(제전~화암)",Cochlodinium polykrikoides,350,150,26,25.8,2015082401
20150824,"부산 기장(육상양식장), 울산 울주(서생)~북구(제전~화암)",Cochlodinium polykrikoides,590,210,26,25.8,2015082401
20150824,"부산 기장(육상양식장), 울산 울주(서생)~북구(제전~화암)",Cochlodinium polykrikoides,1300,30,26,25.8,2015082401
20150823,완도 고금(도남)~신지(동고)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,850,390,25.7,23.6,2015082301
20150823,완도 고금(도남)~신지(동고)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,4250,200,25.7,23.6,2015082301
20150823,완도 고금(도남)~신지(동고)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,13760,820,25.7,23.6,2015082301
20150823,완도 고금(도남)~신지(동고)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,950,800,25.7,23.6,2015082301
20150823,완도 고금(도남)~신지(동고)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,14000,100,25.7,23.6,2015082301
20150823,완도 고금(도남)~신지(동고)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,13000,244,25.7,23.6,2015082301
20150823,완도 고금(도남)~신지(동고)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,7200,100,25.7,23.6,2015082301
20150823,완도 고금(도남)~신지(동고)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,750,80,25.7,23.6,2015082301
20150823,"남해 미조(팥섬~초전~마안도)~삼동(물건)~창선(진동), 갈화~하동 대치",Cochlodinium polykrikoides,850,390,24.9,24,2015082301
20150823,"남해 미조(팥섬~초전~마안도)~삼동(물건)~창선(진동), 갈화~하동 대치",Cochlodinium polykrikoides,4250,200,24.9,24,2015082301
20150823,"남해 미조(팥섬~초전~마안도)~삼동(물건)~창선(진동), 갈화~하동 대치",Cochlodinium polykrikoides,13760,820,24.9,24,2015082301
20150823,"남해 미조(팥섬~초전~마안도)~삼동(물건)~창선(진동), 갈화~하동 대치",Cochlodinium polykrikoides,950,800,24.9,24,2015082301
20150823,"남해 미조(팥섬~초전~마안도)~삼동(물건)~창선(진동), 갈화~하동 대치",Cochlodinium polykrikoides,14000,100,24.9,24,2015082301
20150823,"남해 미조(팥섬~초전~마안도)~삼동(물건)~창선(진동), 갈화~하동 대치",Cochlodinium polykrikoides,13000,244,24.9,24,2015082301
20150823,"남해 미조(팥섬~초전~마안도)~삼동(물건)~창선(진동), 갈화~하동 대치",Cochlodinium polykrikoides,7200,100,24.9,24,2015082301
20150823,"남해 미조(팥섬~초전~마안도)~삼동(물건)~창선(진동), 갈화~하동 대치",Cochlodinium polykrikoides,750,80,24.9,24,2015082301
20150823,"부산 기장(대변~동백), 울산 울주(서생~온산)~북구(당사~신명)",Cochlodinium polykrikoides,850,390,26.6,26,2015082301
20150823,"부산 기장(대변~동백), 울산 울주(서생~온산)~북구(당사~신명)",Cochlodinium polykrikoides,4250,200,26.6,26,2015082301
20150823,"부산 기장(대변~동백), 울산 울주(서생~온산)~북구(당사~신명)",Cochlodinium polykrikoides,13760,820,26.6,26,2015082301
20150823,"부산 기장(대변~동백), 울산 울주(서생~온산)~북구(당사~신명)",Cochlodinium polykrikoides,950,800,26.6,26,2015082301
20150823,"부산 기장(대변~동백), 울산 울주(서생~온산)~북구(당사~신명)",Cochlodinium polykrikoides,14000,100,26.6,26,2015082301
20150823,"부산 기장(대변~동백), 울산 울주(서생~온산)~북구(당사~신명)",Cochlodinium polykrikoides,13000,244,26.6,26,2015082301
20150823,"부산 기장(대변~동백), 울산 울주(서생~온산)~북구(당사~신명)",Cochlodinium polykrikoides,7200,100,26.6,26,2015082301
20150823,"부산 기장(대변~동백), 울산 울주(서생~온산)~북구(당사~신명)",Cochlodinium polykrikoides,750,80,26.6,26,2015082301
20150823,고흥 도양(득량도~소록도)~금산(우두~명천)~도화(구암~지죽)~봉래(수락도),Cochlodinium polykrikoides,850,390,24.8,24.1,2015082301
20150823,고흥 도양(득량도~소록도)~금산(우두~명천)~도화(구암~지죽)~봉래(수락도),Cochlodinium polykrikoides,4250,200,24.8,24.1,2015082301
20150823,고흥 도양(득량도~소록도)~금산(우두~명천)~도화(구암~지죽)~봉래(수락도),Cochlodinium polykrikoides,13760,820,24.8,24.1,2015082301
20150823,고흥 도양(득량도~소록도)~금산(우두~명천)~도화(구암~지죽)~봉래(수락도),Cochlodinium polykrikoides,950,800,24.8,24.1,2015082301
20150823,고흥 도양(득량도~소록도)~금산(우두~명천)~도화(구암~지죽)~봉래(수락도),Cochlodinium polykrikoides,14000,100,24.8,24.1,2015082301
20150823,고흥 도양(득량도~소록도)~금산(우두~명천)~도화(구암~지죽)~봉래(수락도),Cochlodinium polykrikoides,13000,244,24.8,24.1,2015082301
