발생날짜,조사해역,원인생물,생물밀도(max),생물밀도(min),수온(max),수온(min),속보코드
20150823,고흥 도양(득량도~소록도)~금산(우두~명천)~도화(구암~지죽)~봉래(수락도),Cochlodinium polykrikoides,7200,100,24.8,24.1,2015082301
20150823,고흥 도양(득량도~소록도)~금산(우두~명천)~도화(구암~지죽)~봉래(수락도),Cochlodinium polykrikoides,750,80,24.8,24.1,2015082301
20150823,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 진해만(가조도)",Cochlodinium polykrikoides,850,390,26.6,24.6,2015082301
20150823,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 진해만(가조도)",Cochlodinium polykrikoides,4250,200,26.6,24.6,2015082301
20150823,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 진해만(가조도)",Cochlodinium polykrikoides,13760,820,26.6,24.6,2015082301
20150823,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 진해만(가조도)",Cochlodinium polykrikoides,950,800,26.6,24.6,2015082301
20150823,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 진해만(가조도)",Cochlodinium polykrikoides,14000,100,26.6,24.6,2015082301
20150823,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 진해만(가조도)",Cochlodinium polykrikoides,13000,244,26.6,24.6,2015082301
20150823,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 진해만(가조도)",Cochlodinium polykrikoides,7200,100,26.6,24.6,2015082301
20150823,"거제 둔덕~법동, 장사도~저구만, 동부(가배~율포, 학동), 남부(다포~다대), 일운(예구~구조라), 진해만(가조도)",Cochlodinium polykrikoides,750,80,26.6,24.6,2015082301
20150823,장흥 득량만 중부(신동~신상)~하부(대리~노력도),Cochlodinium polykrikoides,850,390,27,25.2,2015082301
20150823,장흥 득량만 중부(신동~신상)~하부(대리~노력도),Cochlodinium polykrikoides,4250,200,27,25.2,2015082301
20150823,장흥 득량만 중부(신동~신상)~하부(대리~노력도),Cochlodinium polykrikoides,13760,820,27,25.2,2015082301
20150823,장흥 득량만 중부(신동~신상)~하부(대리~노력도),Cochlodinium polykrikoides,950,800,27,25.2,2015082301
20150823,장흥 득량만 중부(신동~신상)~하부(대리~노력도),Cochlodinium polykrikoides,14000,100,27,25.2,2015082301
20150823,장흥 득량만 중부(신동~신상)~하부(대리~노력도),Cochlodinium polykrikoides,13000,244,27,25.2,2015082301
20150823,장흥 득량만 중부(신동~신상)~하부(대리~노력도),Cochlodinium polykrikoides,7200,100,27,25.2,2015082301
20150823,장흥 득량만 중부(신동~신상)~하부(대리~노력도),Cochlodinium polykrikoides,750,80,27,25.2,2015082301
20150823,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~욕지도",Cochlodinium polykrikoides,850,390,25,23.1,2015082301
20150823,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~욕지도",Cochlodinium polykrikoides,4250,200,25,23.1,2015082301
20150823,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~욕지도",Cochlodinium polykrikoides,13760,820,25,23.1,2015082301
20150823,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~욕지도",Cochlodinium polykrikoides,950,800,25,23.1,2015082301
20150823,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~욕지도",Cochlodinium polykrikoides,14000,100,25,23.1,2015082301
20150823,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~욕지도",Cochlodinium polykrikoides,13000,244,25,23.1,2015082301
20150823,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~욕지도",Cochlodinium polykrikoides,7200,100,25,23.1,2015082301
20150823,"고성(삼산~사량), 통영 산양~한산(곡룡포~송도), 추도~욕지도",Cochlodinium polykrikoides,750,80,25,23.1,2015082301
20150823,"경주(대본~감포), 포항(양포~석병), 영덕(남정~축산)",Cochlodinium polykrikoides,850,390,26,23.8,2015082301
20150823,"경주(대본~감포), 포항(양포~석병), 영덕(남정~축산)",Cochlodinium polykrikoides,4250,200,26,23.8,2015082301
20150823,"경주(대본~감포), 포항(양포~석병), 영덕(남정~축산)",Cochlodinium polykrikoides,13760,820,26,23.8,2015082301
20150823,"경주(대본~감포), 포항(양포~석병), 영덕(남정~축산)",Cochlodinium polykrikoides,950,800,26,23.8,2015082301
20150823,"경주(대본~감포), 포항(양포~석병), 영덕(남정~축산)",Cochlodinium polykrikoides,14000,100,26,23.8,2015082301
20150823,"경주(대본~감포), 포항(양포~석병), 영덕(남정~축산)",Cochlodinium polykrikoides,13000,244,26,23.8,2015082301
20150823,"경주(대본~감포), 포항(양포~석병), 영덕(남정~축산)",Cochlodinium polykrikoides,7200,100,26,23.8,2015082301
20150823,"경주(대본~감포), 포항(양포~석병), 영덕(남정~축산)",Cochlodinium polykrikoides,750,80,26,23.8,2015082301
20150822,"고흥 도양(화도)~금산면~봉래(수락도), 장흥 득량만(하부)",Cochlodinium polykrikoides,6800,30,26.5,24,2015082201
20150822,"고흥 도양(화도)~금산면~봉래(수락도), 장흥 득량만(하부)",Cochlodinium polykrikoides,7200,200,26.5,24,2015082201
20150822,"고흥 도양(화도)~금산면~봉래(수락도), 장흥 득량만(하부)",Cochlodinium polykrikoides,10400,80,26.5,24,2015082201
20150822,"고흥 도양(화도)~금산면~봉래(수락도), 장흥 득량만(하부)",Cochlodinium polykrikoides,2180,100,26.5,24,2015082201
20150822,"고흥 도양(화도)~금산면~봉래(수락도), 장흥 득량만(하부)",Cochlodinium polykrikoides,1600,80,26.5,24,2015082201
20150822,"고흥 도양(화도)~금산면~봉래(수락도), 장흥 득량만(하부)",Cochlodinium polykrikoides,15000,100,26.5,24,2015082201
20150822,"고흥 도양(화도)~금산면~봉래(수락도), 장흥 득량만(하부)",Cochlodinium polykrikoides,5800,150,26.5,24,2015082201
20150822,"고흥 도양(화도)~금산면~봉래(수락도), 장흥 득량만(하부)",Cochlodinium polykrikoides,4250,50,26.5,24,2015082201
20150822,"사천~고성(삼산~사량), 통영 산양~한산(곡룡포~여차), 추도~욕지도",Cochlodinium polykrikoides,6800,30,24.7,22.7,2015082201
20150822,"사천~고성(삼산~사량), 통영 산양~한산(곡룡포~여차), 추도~욕지도",Cochlodinium polykrikoides,7200,200,24.7,22.7,2015082201
20150822,"사천~고성(삼산~사량), 통영 산양~한산(곡룡포~여차), 추도~욕지도",Cochlodinium polykrikoides,10400,80,24.7,22.7,2015082201
20150822,"사천~고성(삼산~사량), 통영 산양~한산(곡룡포~여차), 추도~욕지도",Cochlodinium polykrikoides,2180,100,24.7,22.7,2015082201
20150822,"사천~고성(삼산~사량), 통영 산양~한산(곡룡포~여차), 추도~욕지도",Cochlodinium polykrikoides,1600,80,24.7,22.7,2015082201
20150822,"사천~고성(삼산~사량), 통영 산양~한산(곡룡포~여차), 추도~욕지도",Cochlodinium polykrikoides,15000,100,24.7,22.7,2015082201
20150822,"사천~고성(삼산~사량), 통영 산양~한산(곡룡포~여차), 추도~욕지도",Cochlodinium polykrikoides,5800,150,24.7,22.7,2015082201
20150822,"사천~고성(삼산~사량), 통영 산양~한산(곡룡포~여차), 추도~욕지도",Cochlodinium polykrikoides,4250,50,24.7,22.7,2015082201
20150822,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~강구)",Cochlodinium polykrikoides,6800,30,26,23.6,2015082201
20150822,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~강구)",Cochlodinium polykrikoides,7200,200,26,23.6,2015082201
20150822,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~강구)",Cochlodinium polykrikoides,10400,80,26,23.6,2015082201
20150822,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~강구)",Cochlodinium polykrikoides,2180,100,26,23.6,2015082201
20150822,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~강구)",Cochlodinium polykrikoides,1600,80,26,23.6,2015082201
20150822,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~강구)",Cochlodinium polykrikoides,15000,100,26,23.6,2015082201
20150822,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~강구)",Cochlodinium polykrikoides,5800,150,26,23.6,2015082201
20150822,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~강구)",Cochlodinium polykrikoides,4250,50,26,23.6,2015082201
20150822,완도 고금(도남)~신지(삼마)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,6800,30,25,23,2015082201
20150822,완도 고금(도남)~신지(삼마)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,7200,200,25,23,2015082201
20150822,완도 고금(도남)~신지(삼마)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,10400,80,25,23,2015082201
20150822,완도 고금(도남)~신지(삼마)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,2180,100,25,23,2015082201
20150822,완도 고금(도남)~신지(삼마)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,1600,80,25,23,2015082201
20150822,완도 고금(도남)~신지(삼마)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,15000,100,25,23,2015082201
20150822,완도 고금(도남)~신지(삼마)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,5800,150,25,23,2015082201
20150822,완도 고금(도남)~신지(삼마)~생일(유촌)~금일(도장)~약산(섬어두),Cochlodinium polykrikoides,4250,50,25,23,2015082201
20150822,"남해 서면 장항~상주(노도~사도)~미조(초전~마안도), 갈화~하동 대도",Cochlodinium polykrikoides,6800,30,25.8,23.7,2015082201
20150822,"남해 서면 장항~상주(노도~사도)~미조(초전~마안도), 갈화~하동 대도",Cochlodinium polykrikoides,7200,200,25.8,23.7,2015082201
20150822,"남해 서면 장항~상주(노도~사도)~미조(초전~마안도), 갈화~하동 대도",Cochlodinium polykrikoides,10400,80,25.8,23.7,2015082201
20150822,"남해 서면 장항~상주(노도~사도)~미조(초전~마안도), 갈화~하동 대도",Cochlodinium polykrikoides,2180,100,25.8,23.7,2015082201
20150822,"남해 서면 장항~상주(노도~사도)~미조(초전~마안도), 갈화~하동 대도",Cochlodinium polykrikoides,1600,80,25.8,23.7,2015082201
20150822,"남해 서면 장항~상주(노도~사도)~미조(초전~마안도), 갈화~하동 대도",Cochlodinium polykrikoides,15000,100,25.8,23.7,2015082201
20150822,"남해 서면 장항~상주(노도~사도)~미조(초전~마안도), 갈화~하동 대도",Cochlodinium polykrikoides,5800,150,25.8,23.7,2015082201
20150822,"남해 서면 장항~상주(노도~사도)~미조(초전~마안도), 갈화~하동 대도",Cochlodinium polykrikoides,4250,50,25.8,23.7,2015082201
20150822,"부산 가덕도~기장, 울산 울주 (서생~온산)~북구(우가~신명)",Cochlodinium polykrikoides,6800,30,26.3,23.3,2015082201
20150822,"부산 가덕도~기장, 울산 울주 (서생~온산)~북구(우가~신명)",Cochlodinium polykrikoides,7200,200,26.3,23.3,2015082201
20150822,"부산 가덕도~기장, 울산 울주 (서생~온산)~북구(우가~신명)",Cochlodinium polykrikoides,10400,80,26.3,23.3,2015082201
20150822,"부산 가덕도~기장, 울산 울주 (서생~온산)~북구(우가~신명)",Cochlodinium polykrikoides,2180,100,26.3,23.3,2015082201
20150822,"부산 가덕도~기장, 울산 울주 (서생~온산)~북구(우가~신명)",Cochlodinium polykrikoides,1600,80,26.3,23.3,2015082201
20150822,"부산 가덕도~기장, 울산 울주 (서생~온산)~북구(우가~신명)",Cochlodinium polykrikoides,15000,100,26.3,23.3,2015082201
20150822,"부산 가덕도~기장, 울산 울주 (서생~온산)~북구(우가~신명)",Cochlodinium polykrikoides,5800,150,26.3,23.3,2015082201
20150822,"부산 가덕도~기장, 울산 울주 (서생~온산)~북구(우가~신명)",Cochlodinium polykrikoides,4250,50,26.3,23.3,2015082201
20150822,"여수 상동~향일암, 월호수도~보돌바다",Cochlodinium polykrikoides,6800,30,24,22.5,2015082201
20150822,"여수 상동~향일암, 월호수도~보돌바다",Cochlodinium polykrikoides,7200,200,24,22.5,2015082201
20150822,"여수 상동~향일암, 월호수도~보돌바다",Cochlodinium polykrikoides,10400,80,24,22.5,2015082201
20150822,"여수 상동~향일암, 월호수도~보돌바다",Cochlodinium polykrikoides,2180,100,24,22.5,2015082201
20150822,"여수 상동~향일암, 월호수도~보돌바다",Cochlodinium polykrikoides,1600,80,24,22.5,2015082201
20150822,"여수 상동~향일암, 월호수도~보돌바다",Cochlodinium polykrikoides,15000,100,24,22.5,2015082201
20150822,"여수 상동~향일암, 월호수도~보돌바다",Cochlodinium polykrikoides,5800,150,24,22.5,2015082201
20150822,"여수 상동~향일암, 월호수도~보돌바다",Cochlodinium polykrikoides,4250,50,24,22.5,2015082201
20150822,"거제 서남부(한산 법동~산달)~율포~가배~저구, 동부 일운(와현~구조라), 진해만(가조도)",Cochlodinium polykrikoides,6800,30,25.5,23.6,2015082201
20150822,"거제 서남부(한산 법동~산달)~율포~가배~저구, 동부 일운(와현~구조라), 진해만(가조도)",Cochlodinium polykrikoides,7200,200,25.5,23.6,2015082201
20150822,"거제 서남부(한산 법동~산달)~율포~가배~저구, 동부 일운(와현~구조라), 진해만(가조도)",Cochlodinium polykrikoides,10400,80,25.5,23.6,2015082201
20150822,"거제 서남부(한산 법동~산달)~율포~가배~저구, 동부 일운(와현~구조라), 진해만(가조도)",Cochlodinium polykrikoides,2180,100,25.5,23.6,2015082201
20150822,"거제 서남부(한산 법동~산달)~율포~가배~저구, 동부 일운(와현~구조라), 진해만(가조도)",Cochlodinium polykrikoides,1600,80,25.5,23.6,2015082201
20150822,"거제 서남부(한산 법동~산달)~율포~가배~저구, 동부 일운(와현~구조라), 진해만(가조도)",Cochlodinium polykrikoides,15000,100,25.5,23.6,2015082201
20150822,"거제 서남부(한산 법동~산달)~율포~가배~저구, 동부 일운(와현~구조라), 진해만(가조도)",Cochlodinium polykrikoides,5800,150,25.5,23.6,2015082201
20150822,"거제 서남부(한산 법동~산달)~율포~가배~저구, 동부 일운(와현~구조라), 진해만(가조도)",Cochlodinium polykrikoides,4250,50,25.5,23.6,2015082201
20150821,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~병곡), 울진(거일~근남)",Cochlodinium polykrikoides,3000,100,25.2,23.4,2015082101
20150821,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~병곡), 울진(거일~근남)",Cochlodinium polykrikoides,9700,120,25.2,23.4,2015082101
20150821,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~병곡), 울진(거일~근남)",Cochlodinium polykrikoides,4800,100,25.2,23.4,2015082101
20150821,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~병곡), 울진(거일~근남)",Cochlodinium polykrikoides,4000,100,25.2,23.4,2015082101
20150821,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~병곡), 울진(거일~근남)",Cochlodinium polykrikoides,1000,200,25.2,23.4,2015082101
20150821,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~병곡), 울진(거일~근남)",Cochlodinium polykrikoides,2230,680,25.2,23.4,2015082101
20150821,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~병곡), 울진(거일~근남)",Cochlodinium polykrikoides,12500,100,25.2,23.4,2015082101
20150821,"경주(대본~감포), 포항(양포~호미곶), 영덕(남정~병곡), 울진(거일~근남)",Cochlodinium polykrikoides,770,120,25.2,23.4,2015082101
20150821,고흥 도양(화도)~금산면~도화(화옥~지죽)~봉래(수락도),Cochlodinium polykrikoides,3000,100,25.7,25.1,2015082101
20150821,고흥 도양(화도)~금산면~도화(화옥~지죽)~봉래(수락도),Cochlodinium polykrikoides,9700,120,25.7,25.1,2015082101
20150821,고흥 도양(화도)~금산면~도화(화옥~지죽)~봉래(수락도),Cochlodinium polykrikoides,4800,100,25.7,25.1,2015082101
20150821,고흥 도양(화도)~금산면~도화(화옥~지죽)~봉래(수락도),Cochlodinium polykrikoides,4000,100,25.7,25.1,2015082101
20150821,고흥 도양(화도)~금산면~도화(화옥~지죽)~봉래(수락도),Cochlodinium polykrikoides,1000,200,25.7,25.1,2015082101
20150821,고흥 도양(화도)~금산면~도화(화옥~지죽)~봉래(수락도),Cochlodinium polykrikoides,2230,680,25.7,25.1,2015082101
20150821,고흥 도양(화도)~금산면~도화(화옥~지죽)~봉래(수락도),Cochlodinium polykrikoides,12500,100,25.7,25.1,2015082101
20150821,고흥 도양(화도)~금산면~도화(화옥~지죽)~봉래(수락도),Cochlodinium polykrikoides,770,120,25.7,25.1,2015082101
